Policy_ID,Customer_ID,Agent_ID,Product,Branch,Policy_Start_Date,Policy_End_Date,Premium,Sum_Insured,Policy_Status
POL004105,CUST00842,AG013,Marine,East,2023-09-27,2024-09-26,94877,2846310,Active
POL004106,CUST00513,AG013,Marine,West,2023-09-10,2024-09-09,27467,2362162,Active
POL004107,CUST00946,AG088,Travel,North,2024-11-07,2025-11-07,9186,615462,Active
POL004108,CUST01451,AG052,Commercial Property,East,2026-03-23,2027-03-23,498308,15447548,Expired
POL004109,CUST00322,AG083,Motor,West,2025-07-01,2026-07-01,20758,1183206,Lapsed
POL004110,CUST01902,AG083,Marine,East,2024-01-18,2025-01-17,72120,4110840,Cancelled
POL004111,CUST01203,AG116,Travel,West,2024-11-05,2025-11-05,4968,362664,Cancelled
POL004112,CUST00717,AG114,Motor,South,2024-04-08,2025-04-08,11362,749892,Expired
POL004113,CUST01447,AG060,Home,West,2025-09-26,2026-09-26,10605,890820,Renewed
POL004114,CUST01870,AG093,Travel,North,2026-04-13,2027-04-13,12028,817904,Renewed
POL004115,CUST02112,AG120,Travel,North,2026-05-11,2027-05-11,12702,838332,Expired
POL004116,CUST01418,AG111,Travel,North,2023-09-10,2024-09-09,14426,663596,Expired
POL004117,CUST00740,AG087,Travel,East,2023-11-30,2024-11-29,9509,513486,Active
POL004118,CUST00862,AG041,Marine,South,2023-09-25,2024-09-24,94326,8866644,Renewed
POL004119,CUST02812,AG020,Motor,North,2025-02-05,2026-02-05,5350,107000,Lapsed
POL004120,CUST02259,AG016,Travel,North,2024-04-25,2025-04-25,18405,1748475,Expired
POL004121,CUST02427,AG074,Commercial Property,South,2025-03-13,2026-03-13,580530,27865440,Lapsed
POL004122,CUST00399,AG109,Motor,West,2024-09-09,2025-09-09,13426,1168062,Active
POL004123,CUST00132,AG067,Travel,East,2026-07-28,2027-07-28,4360,327000,Renewed
POL004124,CUST00355,AG043,Marine,South,2026-01-20,2027-01-20,54384,1957824,Lapsed
POL004125,CUST01788,AG044,Commercial Property,South,2026-07-07,2027-07-07,964676,28940280,Renewed
POL004126,CUST01187,AG073,Travel,South,2025-11-12,2026-11-12,16102,821202,Active
POL004127,CUST00747,AG101,Home,East,2025-01-01,2026-01-01,54739,3503296,Cancelled
POL004128,CUST00381,AG111,Commercial Property,South,2024-02-18,2025-02-17,115650,9945900,Expired
POL004129,CUST00879,AG077,Marine,West,2024-04-19,2025-04-19,108489,3688626,Renewed
POL004130,CUST02840,AG025,Home,West,2024-08-02,2025-08-02,58283,4196376,Expired
POL004131,CUST01368,AG004,Commercial Property,North,2026-01-30,2027-01-30,872306,38381464,Expired
POL004132,CUST01704,AG109,Marine,West,2024-12-06,2025-12-06,144096,12104064,Renewed
POL004133,CUST01292,AG039,Marine,West,2025-11-06,2026-11-06,97535,5071820,Lapsed
POL004134,CUST02285,AG085,Home,North,2025-02-14,2026-02-14,63531,2668302,Active
POL004135,CUST01145,AG106,Home,East,2024-03-24,2025-03-24,41430,1035750,Cancelled
POL004136,CUST02726,AG049,Motor,South,2026-06-19,2027-06-19,9267,620889,Active
POL004137,CUST02826,AG096,Commercial Property,West,2025-05-30,2026-05-30,499661,23983728,Lapsed
POL004138,CUST01262,AG012,Travel,East,2026-01-12,2027-01-12,3562,146042,Cancelled
POL004139,CUST01510,AG100,Home,South,2024-02-21,2025-02-20,64617,5040126,Expired
POL004140,CUST00644,AG092,Commercial Property,West,2025-04-12,2026-04-12,492296,12307400,Renewed
POL004141,CUST01540,AG057,Travel,North,2024-10-21,2025-10-21,8638,708316,Renewed
POL004142,CUST00832,AG075,Marine,East,2024-05-07,2025-05-07,199227,15938160,Active
POL004143,CUST01128,AG005,Motor,South,2025-03-24,2026-03-24,8602,851598,Expired
POL004144,CUST01990,AG026,Marine,South,2024-01-26,2025-01-25,199352,7376024,Active
POL004145,CUST01785,AG090,Home,North,2025-01-18,2026-01-18,36648,2418768,Active
POL004146,CUST02632,AG080,Commercial Property,East,2024-11-09,2025-11-09,800932,63273628,Lapsed
POL004147,CUST01457,AG060,Commercial Property,East,2024-05-19,2025-05-19,699297,65733918,Renewed
POL004148,CUST02465,AG108,Motor,North,2024-02-27,2025-02-26,24154,1376778,Renewed
POL004149,CUST02940,AG074,Motor,North,2023-08-24,2024-08-23,29613,1924845,Active
POL004150,CUST01608,AG067,Motor,South,2026-03-21,2027-03-21,13709,1014466,Lapsed
POL004151,CUST01579,AG104,Commercial Property,East,2024-10-28,2025-10-28,246382,15275684,Active
POL004152,CUST00396,AG035,Home,North,2024-01-03,2025-01-02,68021,2788861,Active
POL004153,CUST01382,AG023,Travel,West,2025-04-28,2026-04-28,8305,764060,Cancelled
POL004154,CUST02583,AG097,Commercial Property,East,2025-03-07,2026-03-07,796583,73285636,Renewed
POL004155,CUST02943,AG076,Motor,North,2024-11-23,2025-11-23,22725,1840725,Active
POL004156,CUST01632,AG009,Marine,East,2025-10-14,2026-10-14,131190,4985220,Lapsed
POL004157,CUST00804,AG043,Travel,West,2024-02-09,2025-02-08,4720,273760,Cancelled
POL004158,CUST00809,AG120,Travel,North,2024-02-08,2025-02-07,4948,420580,Expired
POL004159,CUST00207,AG005,Marine,East,2024-09-04,2025-09-04,37402,3216572,Cancelled
POL004160,CUST00426,AG087,Commercial Property,North,2025-06-27,2026-06-27,343252,26430404,Active
POL004161,CUST01017,AG028,Home,West,2026-01-20,2027-01-20,20014,580406,Expired
POL004162,CUST02100,AG074,Marine,South,2024-09-25,2025-09-25,96639,7827759,Renewed
POL004163,CUST00578,AG083,Home,North,2025-09-07,2026-09-07,59358,5817084,Expired
POL004164,CUST01096,AG070,Motor,North,2025-12-26,2026-12-26,11790,436230,Active
POL004165,CUST02009,AG088,Marine,North,2025-03-16,2026-03-16,108364,9969488,Renewed
POL004166,CUST02977,AG120,Home,North,2024-08-07,2025-08-07,17422,958210,Lapsed
POL004167,CUST02500,AG051,Travel,North,2023-09-22,2024-09-21,11452,801640,Expired
POL004168,CUST01297,AG119,Travel,North,2023-10-07,2024-10-06,2688,236544,Renewed
POL004169,CUST01524,AG090,Commercial Property,West,2024-11-06,2025-11-06,586366,45150182,Renewed
POL004170,CUST02338,AG025,Motor,West,2025-01-31,2026-01-31,13059,1266723,Active
POL004171,CUST00047,AG001,Travel,West,2024-10-24,2025-10-24,17038,613368,Expired
POL004172,CUST00750,AG057,Travel,West,2026-04-20,2027-04-20,11029,926436,Cancelled
POL004173,CUST02051,AG082,Home,North,2024-11-27,2025-11-27,22379,559475,Renewed
POL004174,CUST02445,AG012,Marine,West,2024-02-15,2025-02-14,167858,14939362,Renewed
POL004175,CUST00731,AG001,Commercial Property,East,2024-01-07,2025-01-06,782720,36005120,Lapsed
POL004176,CUST00105,AG083,Home,South,2024-04-13,2025-04-13,44235,2034810,Renewed
POL004177,CUST01983,AG091,Marine,East,2023-08-24,2024-08-23,116479,8037051,Cancelled
POL004178,CUST00074,AG117,Home,North,2023-11-15,2024-11-14,25082,2106888,Active
POL004179,CUST00079,AG034,Home,South,2025-12-06,2026-12-06,19357,561353,Expired
POL004180,CUST00013,AG074,Home,West,2025-05-29,2026-05-29,28048,1542640,Cancelled
POL004181,CUST02702,AG055,Marine,West,2023-11-16,2024-11-15,95096,7037104,Expired
POL004182,CUST02276,AG020,Home,East,2025-04-30,2026-04-30,36730,3085320,Active
POL004183,CUST02153,AG099,Travel,North,2026-07-11,2027-07-11,9358,814146,Renewed
POL004184,CUST02470,AG108,Marine,North,2024-07-17,2025-07-17,174019,12007311,Lapsed
POL004185,CUST02071,AG026,Travel,South,2023-10-20,2024-10-19,7654,344430,Lapsed
POL004186,CUST02380,AG102,Travel,West,2026-01-04,2027-01-04,14059,1223133,Expired
POL004187,CUST00420,AG117,Marine,North,2025-08-27,2026-08-27,166089,11294052,Cancelled
POL004188,CUST02601,AG078,Home,South,2023-12-24,2024-12-23,29798,2979800,Lapsed
POL004189,CUST00467,AG075,Home,West,2025-05-07,2026-05-07,23259,2256123,Lapsed
POL004190,CUST02732,AG026,Motor,West,2025-08-07,2026-08-07,38843,1786778,Cancelled
POL004191,CUST02948,AG020,Home,East,2024-07-11,2025-07-11,43466,3129552,Renewed
POL004192,CUST01820,AG104,Home,North,2023-09-03,2024-09-02,37459,3296392,Renewed
POL004193,CUST00186,AG046,Travel,South,2024-03-18,2025-03-18,3215,298995,Renewed
POL004194,CUST00890,AG005,Marine,West,2024-02-20,2025-02-19,170512,11253792,Expired
POL004195,CUST00575,AG050,Travel,East,2026-02-28,2027-02-28,6171,215985,Active
POL004196,CUST00770,AG050,Home,South,2026-04-21,2027-04-21,26327,1684928,Active
POL004197,CUST01612,AG011,Commercial Property,East,2024-03-09,2025-03-09,840933,39523851,Expired
POL004198,CUST00748,AG034,Commercial Property,East,2025-03-06,2026-03-06,545507,43095053,Renewed
POL004199,CUST02866,AG067,Home,East,2025-03-21,2026-03-21,58166,3548126,Active
POL004200,CUST00929,AG066,Motor,West,2025-10-02,2026-10-02,14166,920790,Lapsed
POL004201,CUST02857,AG035,Motor,North,2024-11-01,2025-11-01,38486,2309160,Active
POL004202,CUST01914,AG096,Marine,North,2026-03-09,2027-03-09,27524,1321152,Cancelled
POL004203,CUST01318,AG031,Commercial Property,West,2024-01-06,2025-01-05,883460,60075280,Cancelled
POL004204,CUST02956,AG118,Commercial Property,West,2026-06-26,2027-06-26,573731,53356983,Lapsed
POL004205,CUST01759,AG040,Travel,West,2026-03-19,2027-03-19,5632,382976,Active
POL004206,CUST00046,AG018,Marine,South,2024-08-25,2025-08-25,22746,1774188,Cancelled
POL004207,CUST02839,AG056,Motor,West,2026-06-21,2027-06-21,32490,2989080,Expired
POL004208,CUST02270,AG049,Commercial Property,North,2026-07-30,2027-07-30,301993,28991328,Active
POL004209,CUST00154,AG064,Motor,West,2024-04-26,2025-04-26,38798,2444274,Active
POL004210,CUST01499,AG068,Motor,North,2025-07-21,2026-07-21,31381,2008384,Lapsed
POL004211,CUST01458,AG056,Home,South,2026-04-30,2027-04-30,64795,4082085,Expired
POL004212,CUST01267,AG036,Home,South,2024-10-16,2025-10-16,14285,428550,Expired
POL004213,CUST02457,AG026,Commercial Property,East,2026-02-20,2027-02-20,641406,29504676,Active
POL004214,CUST00171,AG062,Home,North,2024-09-10,2025-09-10,36439,765219,Cancelled
POL004215,CUST00459,AG084,Travel,East,2024-03-18,2025-03-18,7837,219436,Expired
POL004216,CUST01858,AG106,Commercial Property,West,2025-04-19,2026-04-19,116947,5145668,Active
POL004217,CUST00543,AG070,Travel,South,2024-09-11,2025-09-11,10024,761824,Lapsed
POL004218,CUST02629,AG024,Commercial Property,West,2025-04-09,2026-04-09,57806,5202540,Cancelled
POL004219,CUST01313,AG050,Motor,East,2026-05-02,2027-05-02,14470,376220,Lapsed
POL004220,CUST01076,AG090,Home,North,2024-06-05,2025-06-05,17815,1585535,Cancelled
POL004221,CUST02245,AG035,Commercial Property,West,2026-04-19,2027-04-19,121263,6548202,Active
POL004222,CUST02549,AG099,Commercial Property,South,2023-09-30,2024-09-29,122754,5278422,Renewed
POL004223,CUST01934,AG005,Motor,East,2024-01-12,2025-01-11,21612,1361556,Renewed
POL004224,CUST00028,AG075,Travel,South,2026-03-25,2027-03-25,13174,777266,Cancelled
POL004225,CUST02756,AG100,Travel,North,2026-07-25,2027-07-25,5539,265872,Cancelled
POL004226,CUST00227,AG109,Motor,West,2026-05-22,2027-05-22,30869,2037354,Active
POL004227,CUST01876,AG055,Marine,North,2025-08-18,2026-08-18,114575,7103650,Renewed
POL004228,CUST01264,AG063,Commercial Property,South,2026-03-07,2027-03-07,681075,36778050,Expired
POL004229,CUST00625,AG011,Travel,South,2024-01-27,2025-01-26,11669,1073548,Renewed
POL004230,CUST01115,AG064,Motor,North,2025-07-20,2026-07-20,6763,196127,Cancelled
POL004231,CUST02591,AG075,Home,East,2023-11-17,2024-11-16,19032,494832,Expired
POL004232,CUST02591,AG120,Travel,West,2026-01-29,2027-01-29,15746,1417140,Active
POL004233,CUST01078,AG048,Home,South,2024-04-12,2025-04-12,48112,1924480,Expired
POL004234,CUST00804,AG095,Travel,North,2024-12-15,2025-12-15,8106,348558,Lapsed
POL004235,CUST01653,AG116,Travel,East,2025-03-28,2026-03-28,14659,1319310,Renewed
POL004236,CUST00204,AG092,Travel,North,2025-01-20,2026-01-20,2334,154044,Lapsed
POL004237,CUST01526,AG111,Commercial Property,East,2025-03-07,2026-03-07,541907,14089582,Active
POL004238,CUST02214,AG014,Marine,East,2024-08-30,2025-08-30,162474,14785134,Active
POL004239,CUST02173,AG067,Travel,West,2023-12-27,2024-12-26,10242,348228,Cancelled
POL004240,CUST02444,AG085,Motor,East,2024-07-05,2025-07-05,22766,2185536,Cancelled
POL004241,CUST01666,AG118,Marine,North,2023-08-31,2024-08-30,29314,1934724,Renewed
POL004242,CUST01190,AG110,Home,West,2026-07-02,2027-07-02,36062,2163720,Cancelled
POL004243,CUST01477,AG078,Home,West,2023-12-20,2024-12-19,40612,4020588,Cancelled
POL004244,CUST00544,AG030,Commercial Property,North,2025-04-25,2026-04-25,345250,31417750,Active
POL004245,CUST01269,AG079,Travel,South,2026-03-10,2027-03-10,9826,324258,Lapsed
POL004246,CUST00958,AG052,Travel,North,2024-08-24,2025-08-24,18978,891966,Cancelled
POL004247,CUST02697,AG047,Commercial Property,North,2025-09-30,2026-09-30,140914,4227420,Expired
POL004248,CUST00020,AG021,Motor,South,2024-11-01,2025-11-01,27643,2266726,Lapsed
POL004249,CUST02367,AG101,Marine,West,2024-10-21,2025-10-21,100404,4417776,Renewed
POL004250,CUST01558,AG010,Home,South,2026-05-27,2027-05-27,58450,5728100,Renewed
POL004251,CUST02730,AG067,Commercial Property,South,2025-05-19,2026-05-19,407695,22015530,Expired
POL004252,CUST00062,AG068,Motor,South,2025-08-07,2026-08-07,25584,1969968,Cancelled
POL004253,CUST01953,AG020,Travel,East,2025-03-11,2026-03-11,7399,688107,Renewed
POL004254,CUST02416,AG074,Motor,West,2024-08-28,2025-08-28,27754,749358,Renewed
POL004255,CUST00354,AG065,Motor,South,2025-11-02,2026-11-02,23950,574800,Lapsed
POL004256,CUST00428,AG048,Marine,East,2024-01-08,2025-01-07,40428,1455408,Lapsed
POL004257,CUST01745,AG109,Travel,South,2023-12-22,2024-12-21,1198,37138,Renewed
POL004258,CUST01333,AG028,Motor,West,2025-09-01,2026-09-01,21509,1096959,Renewed
POL004259,CUST00392,AG036,Marine,South,2024-03-30,2025-03-30,114217,8566275,Active
POL004260,CUST01947,AG055,Travel,East,2023-12-26,2024-12-25,8467,728162,Cancelled
POL004261,CUST00282,AG002,Motor,North,2025-03-08,2026-03-08,18212,1802988,Active
POL004262,CUST01226,AG116,Travel,North,2025-12-16,2026-12-16,4346,278144,Active
POL004263,CUST02180,AG100,Marine,East,2024-09-20,2025-09-20,172677,7597788,Lapsed
POL004264,CUST02437,AG051,Travel,South,2024-07-28,2025-07-28,16302,1206348,Active
POL004265,CUST00281,AG049,Commercial Property,North,2025-09-11,2026-09-11,977891,87032299,Cancelled
POL004266,CUST00096,AG106,Commercial Property,South,2024-05-15,2025-05-15,733818,70446528,Lapsed
POL004267,CUST01028,AG044,Motor,West,2026-04-29,2027-04-29,6145,122900,Expired
POL004268,CUST02922,AG093,Motor,North,2025-08-18,2026-08-18,29750,1041250,Lapsed
POL004269,CUST00865,AG007,Commercial Property,North,2026-04-14,2027-04-14,291981,6715563,Expired
POL004270,CUST00682,AG027,Travel,West,2024-06-20,2025-06-20,15974,1325842,Expired
POL004271,CUST01581,AG114,Travel,East,2026-07-06,2027-07-06,5788,144700,Cancelled
POL004272,CUST01341,AG108,Commercial Property,North,2023-12-12,2024-12-11,271086,10301268,Expired
POL004273,CUST01409,AG111,Travel,East,2025-12-16,2026-12-16,2717,124982,Lapsed
POL004274,CUST02774,AG085,Travel,South,2026-01-23,2027-01-23,4163,266432,Lapsed
POL004275,CUST01556,AG106,Commercial Property,West,2025-11-24,2026-11-24,714226,19284102,Active
POL004276,CUST01288,AG012,Commercial Property,West,2023-10-27,2024-10-26,784692,41588676,Expired
POL004277,CUST00820,AG056,Motor,West,2023-10-29,2024-10-28,24068,1588488,Renewed
POL004278,CUST00710,AG055,Marine,North,2026-07-31,2027-07-31,114556,2863900,Active
POL004279,CUST00835,AG047,Travel,South,2024-02-21,2025-02-20,18060,1426740,Lapsed
POL004280,CUST02304,AG073,Commercial Property,South,2026-02-19,2027-02-19,435123,17840043,Expired
POL004281,CUST02444,AG035,Marine,North,2024-11-30,2025-11-30,147438,14596362,Renewed
POL004282,CUST02110,AG109,Travel,East,2025-08-27,2026-08-27,4346,369410,Lapsed
POL004283,CUST01671,AG055,Marine,West,2025-06-07,2026-06-07,69319,4436416,Renewed
POL004284,CUST00523,AG081,Motor,South,2024-12-13,2025-12-13,10261,297569,Expired
POL004285,CUST00302,AG039,Home,West,2026-03-24,2027-03-24,59513,3332728,Lapsed
POL004286,CUST02310,AG065,Home,East,2023-09-26,2024-09-25,52295,4549665,Expired
POL004287,CUST00618,AG048,Commercial Property,West,2024-02-25,2025-02-24,429602,24057712,Expired
POL004288,CUST00263,AG046,Motor,South,2025-02-20,2026-02-20,27386,766808,Renewed
POL004289,CUST02965,AG074,Home,East,2026-06-18,2027-06-18,35523,3268116,Expired
POL004290,CUST00432,AG003,Marine,West,2024-06-02,2025-06-02,144734,12881326,Active
POL004291,CUST00421,AG092,Motor,North,2024-10-14,2025-10-14,18981,702297,Expired
POL004292,CUST01711,AG077,Commercial Property,East,2024-06-22,2025-06-22,951948,80915580,Expired
POL004293,CUST01073,AG017,Home,South,2024-06-18,2025-06-18,44404,1820564,Renewed
POL004294,CUST01082,AG041,Home,South,2025-05-24,2026-05-24,56747,2553615,Renewed
POL004295,CUST02531,AG051,Motor,East,2024-10-31,2025-10-31,7382,605324,Lapsed
POL004296,CUST00511,AG082,Travel,West,2023-12-21,2024-12-20,3570,232050,Lapsed
POL004297,CUST00802,AG117,Motor,South,2024-02-15,2025-02-14,16705,701610,Renewed
POL004298,CUST02788,AG006,Home,East,2025-09-27,2026-09-27,59976,2758896,Expired
POL004299,CUST02325,AG059,Travel,South,2025-01-10,2026-01-10,15563,793713,Expired
POL004300,CUST01860,AG072,Home,North,2025-10-14,2026-10-14,27220,2177600,Renewed
POL004301,CUST01760,AG037,Home,West,2024-05-04,2025-05-04,65637,1444014,Lapsed
POL004302,CUST02967,AG048,Home,North,2023-09-30,2024-09-29,41346,868266,Renewed
POL004303,CUST02341,AG078,Commercial Property,West,2025-11-10,2026-11-10,647167,59539364,Expired
POL004304,CUST02302,AG105,Commercial Property,North,2024-12-15,2025-12-15,354498,27650844,Cancelled
POL004305,CUST02851,AG085,Travel,North,2023-09-20,2024-09-19,3735,78435,Active
POL004306,CUST01339,AG067,Home,East,2025-12-22,2026-12-22,31742,2221940,Expired
POL004307,CUST01940,AG005,Travel,South,2025-09-03,2026-09-03,6433,231588,Lapsed
POL004308,CUST02184,AG048,Commercial Property,West,2025-03-24,2026-03-24,898599,79975311,Cancelled
POL004309,CUST02918,AG086,Home,North,2024-08-22,2025-08-22,33245,2360395,Cancelled
POL004310,CUST02514,AG120,Motor,East,2025-04-17,2026-04-17,21584,1532464,Cancelled
POL004311,CUST02029,AG009,Marine,South,2026-06-10,2027-06-10,109106,2727650,Expired
POL004312,CUST02283,AG118,Motor,South,2023-12-20,2024-12-19,35208,3520800,Lapsed
POL004313,CUST02136,AG039,Commercial Property,East,2026-02-06,2027-02-06,397855,18301330,Cancelled
POL004314,CUST01366,AG022,Home,South,2025-08-10,2026-08-10,25153,804896,Expired
POL004315,CUST02559,AG115,Marine,West,2026-04-11,2027-04-11,56424,4796040,Active
POL004316,CUST02952,AG094,Commercial Property,North,2024-04-07,2025-04-07,965198,95554602,Lapsed
POL004317,CUST00009,AG046,Motor,East,2024-04-30,2025-04-30,13134,354618,Lapsed
POL004318,CUST02578,AG035,Marine,North,2024-06-13,2025-06-13,83474,3338960,Lapsed
POL004319,CUST01688,AG039,Travel,South,2026-07-21,2027-07-21,6984,537768,Expired
POL004320,CUST01395,AG028,Marine,East,2024-12-01,2025-12-01,170704,16387584,Renewed
POL004321,CUST01858,AG037,Motor,East,2026-05-27,2027-05-27,13289,1328900,Cancelled
POL004322,CUST02668,AG044,Home,East,2025-07-16,2026-07-16,68889,6888900,Expired
POL004323,CUST00401,AG071,Travel,West,2023-11-11,2024-11-10,1627,146430,Active
POL004324,CUST01064,AG114,Home,South,2024-03-12,2025-03-12,59337,2373480,Lapsed
POL004325,CUST02892,AG002,Motor,West,2024-09-30,2025-09-30,5104,495088,Renewed
POL004326,CUST00318,AG010,Home,East,2024-03-10,2025-03-10,62461,4996880,Cancelled
POL004327,CUST01435,AG115,Home,South,2026-02-20,2027-02-20,36826,1693996,Expired
POL004328,CUST02651,AG031,Travel,West,2023-12-30,2024-12-29,2685,212115,Renewed
POL004329,CUST00354,AG064,Marine,West,2024-08-27,2025-08-27,116415,4307355,Active
POL004330,CUST00818,AG119,Motor,East,2023-08-12,2024-08-11,20100,864300,Cancelled
POL004331,CUST00967,AG009,Travel,West,2025-06-12,2026-06-12,3200,102400,Cancelled
POL004332,CUST02836,AG039,Motor,West,2024-07-27,2025-07-27,37974,1518960,Expired
POL004333,CUST00870,AG003,Travel,West,2025-05-24,2026-05-24,10916,1037020,Lapsed
POL004334,CUST00312,AG046,Motor,South,2024-06-06,2025-06-06,25393,1726724,Cancelled
POL004335,CUST01254,AG054,Home,West,2024-01-21,2025-01-20,40514,1823130,Cancelled
POL004336,CUST02617,AG018,Motor,East,2026-02-20,2027-02-20,26287,1235489,Expired
POL004337,CUST00766,AG106,Marine,South,2025-12-28,2026-12-28,193001,18528096,Renewed
POL004338,CUST01869,AG041,Commercial Property,South,2025-11-04,2026-11-04,509408,45846720,Expired
POL004339,CUST02800,AG050,Home,East,2025-07-14,2026-07-14,15817,901569,Active
POL004340,CUST01151,AG006,Travel,East,2024-04-28,2025-04-28,3500,136500,Cancelled
POL004341,CUST01369,AG002,Marine,West,2024-09-01,2025-09-01,22186,732138,Renewed
POL004342,CUST01104,AG074,Home,South,2026-08-02,2027-08-02,49575,1685550,Cancelled
POL004343,CUST01694,AG120,Motor,North,2025-11-26,2026-11-26,27691,1606078,Expired
POL004344,CUST01284,AG037,Travel,South,2025-02-18,2026-02-18,9568,430560,Renewed
POL004345,CUST02700,AG040,Travel,West,2025-05-09,2026-05-09,15204,1049076,Renewed
POL004346,CUST00365,AG089,Home,West,2025-08-02,2026-08-02,34760,1703240,Expired
POL004347,CUST00388,AG107,Home,South,2025-02-17,2026-02-17,48307,3719639,Active
POL004348,CUST00289,AG038,Home,West,2026-02-08,2027-02-08,15905,1542785,Cancelled
POL004349,CUST01731,AG016,Commercial Property,North,2026-02-23,2027-02-23,421915,30799795,Active
POL004350,CUST01716,AG066,Home,East,2023-12-25,2024-12-24,53288,2291384,Expired
POL004351,CUST00347,AG097,Commercial Property,West,2025-10-02,2026-10-02,371754,7806834,Lapsed
POL004352,CUST00779,AG021,Travel,West,2025-07-06,2026-07-06,6561,413343,Renewed
POL004353,CUST00062,AG025,Commercial Property,North,2025-03-01,2026-03-01,646067,17443809,Expired
POL004354,CUST01921,AG028,Marine,West,2023-11-15,2024-11-14,68236,1569428,Expired
POL004355,CUST02565,AG020,Home,East,2024-05-26,2025-05-26,54021,1296504,Renewed
POL004356,CUST02267,AG020,Home,South,2025-09-04,2026-09-04,10995,527760,Expired
POL004357,CUST02540,AG075,Commercial Property,East,2023-10-31,2024-10-30,706906,58673198,Renewed
POL004358,CUST01793,AG069,Home,West,2024-10-07,2025-10-07,36770,1470800,Expired
POL004359,CUST01672,AG043,Travel,North,2026-03-10,2027-03-10,13556,447348,Cancelled
POL004360,CUST00811,AG004,Marine,East,2024-09-02,2025-09-02,108816,7725936,Expired
POL004361,CUST01224,AG104,Motor,West,2026-01-25,2027-01-25,39592,3642464,Lapsed
POL004362,CUST00258,AG027,Motor,West,2025-11-25,2026-11-25,14255,299355,Active
POL004363,CUST00491,AG038,Commercial Property,East,2024-09-23,2025-09-23,663429,19902870,Lapsed
POL004364,CUST01681,AG032,Commercial Property,North,2026-06-05,2027-06-05,669584,29461696,Active
POL004365,CUST00217,AG112,Marine,North,2025-03-27,2026-03-27,93286,5224016,Cancelled
POL004366,CUST02288,AG114,Home,South,2023-10-06,2024-10-05,14345,286900,Expired
POL004367,CUST02762,AG049,Commercial Property,East,2023-09-21,2024-09-20,140669,13363555,Expired
POL004368,CUST02156,AG099,Travel,South,2024-06-14,2025-06-14,18027,1117674,Active
POL004369,CUST02008,AG002,Travel,South,2026-06-14,2027-06-14,4400,264000,Renewed
POL004370,CUST00718,AG054,Marine,North,2026-03-07,2027-03-07,144736,8973632,Lapsed
POL004371,CUST02157,AG045,Marine,North,2026-07-15,2027-07-15,114404,3432120,Renewed
POL004372,CUST01159,AG101,Home,East,2025-10-06,2026-10-06,41883,2303565,Renewed
POL004373,CUST02539,AG008,Travel,East,2024-09-21,2025-09-21,6590,210880,Active
POL004374,CUST00495,AG108,Home,North,2024-03-04,2025-03-04,42171,1349472,Lapsed
POL004375,CUST01573,AG006,Marine,North,2025-10-31,2026-10-31,33940,1221840,Expired
POL004376,CUST00668,AG066,Marine,South,2024-03-17,2025-03-17,175201,16644095,Active
POL004377,CUST00993,AG044,Motor,East,2025-11-20,2026-11-20,8152,603248,Expired
POL004378,CUST00586,AG058,Motor,West,2026-03-27,2027-03-27,37452,1198464,Renewed
POL004379,CUST01125,AG112,Commercial Property,South,2025-11-13,2026-11-13,633002,50007158,Lapsed
POL004380,CUST02179,AG030,Travel,North,2026-07-14,2027-07-14,7512,443208,Renewed
POL004381,CUST00953,AG001,Travel,North,2025-03-12,2026-03-12,9372,937200,Lapsed
POL004382,CUST02885,AG011,Motor,South,2024-06-26,2025-06-26,38892,2255736,Lapsed
POL004383,CUST01123,AG098,Home,East,2023-11-11,2024-11-10,62460,3560220,Cancelled
POL004384,CUST01343,AG073,Travel,West,2026-05-06,2027-05-06,10721,771912,Expired
POL004385,CUST02155,AG093,Marine,North,2024-09-19,2025-09-19,43969,4264993,Expired
POL004386,CUST02534,AG047,Home,East,2024-06-22,2025-06-22,8473,262663,Active
POL004387,CUST01599,AG010,Home,North,2024-08-18,2025-08-18,9725,787725,Active
POL004388,CUST01097,AG110,Travel,North,2026-07-31,2027-07-31,19230,1384560,Cancelled
POL004389,CUST00519,AG068,Commercial Property,South,2025-09-13,2026-09-13,562489,33186851,Lapsed
POL004390,CUST01151,AG033,Motor,North,2025-11-26,2026-11-26,30508,1586416,Active
POL004391,CUST01890,AG022,Marine,East,2026-07-15,2027-07-15,101025,3030750,Expired
POL004392,CUST02897,AG075,Commercial Property,West,2026-03-12,2027-03-12,76845,2228505,Renewed
POL004393,CUST00794,AG009,Motor,East,2025-08-26,2026-08-26,24303,2405997,Active
POL004394,CUST02159,AG118,Motor,West,2025-04-05,2026-04-05,8663,589084,Expired
POL004395,CUST02273,AG074,Travel,South,2023-11-28,2024-11-27,12895,606065,Cancelled
POL004396,CUST01500,AG089,Commercial Property,East,2024-04-28,2025-04-28,91308,7122024,Active
POL004397,CUST02839,AG036,Home,West,2024-11-13,2025-11-13,33445,1070240,Renewed
POL004398,CUST01878,AG099,Marine,West,2026-06-30,2027-06-30,139944,4758096,Active
POL004399,CUST02140,AG089,Motor,South,2024-12-26,2025-12-26,7554,166188,Cancelled
POL004400,CUST02416,AG104,Commercial Property,South,2025-04-24,2026-04-24,711805,30607615,Renewed
POL004401,CUST00321,AG045,Home,East,2024-05-04,2025-05-04,16994,390862,Expired
POL004402,CUST02113,AG054,Home,East,2025-11-08,2026-11-08,50310,1408680,Lapsed
